text,category
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",pending_cash_withdrawal
Why does a cash withdrawal show as pending?,pending_cash_withdrawal
Why would a cash withdrawal still be pending?,pending_cash_withdrawal
Explain pending transactions.,pending_cash_withdrawal
How is my ATM deposit not available yet?,pending_cash_withdrawal
"My cash withdrawal is showing as pending, why?",pending_cash_withdrawal
"I withdrew some cash, when is it going to show?",pending_cash_withdrawal
Can you let me know why my cash withdrawal is still pending?,pending_cash_withdrawal
I made a cash withdrawal and it is still listed as a pending transaction.,pending_cash_withdrawal
"my cash withdrawal is pending, why?",pending_cash_withdrawal
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",pending_cash_withdrawal
"I've been waiting for 3 days, why is my withdrawal still pending?",pending_cash_withdrawal
"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
How long will my ATM withdrawal be pending?,pending_cash_withdrawal
Is there any reason my cash withdrawal still shows as pending?,pending_cash_withdrawal
Its been several days and my cash withdrawal is still pending. Why?,pending_cash_withdrawal
My account says a withdrawal is pending - why can't I take cash out of the ATM?,pending_cash_withdrawal
"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",pending_cash_withdrawal
"My cash withdrawal says pending, why?",pending_cash_withdrawal
Why is my cash still pending that I put in ATM?,pending_cash_withdrawal
In my account I noticed my ATM withdrawal is still pending,pending_cash_withdrawal
Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,pending_cash_withdrawal
"My withdrawal is pending, why?",pending_cash_withdrawal
Why does my account show as pending a cash withdrawal from the ATM that I have already made?,pending_cash_withdrawal
"I have a cash withdrawal that says it's pending, why?",pending_cash_withdrawal
I took out money from the ATM and it's still showing as pending?,pending_cash_withdrawal
Why would a cash withdrawal be pending?,pending_cash_withdrawal
Why is the cash transaction still showing as not completed?,pending_cash_withdrawal
Why is my withdrawal from the ATM still showing as pending?,pending_cash_withdrawal
The cash I deposited using the ATM is still pending,pending_cash_withdrawal
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",pending_cash_withdrawal
There is a withdrawal waiting.,pending_cash_withdrawal
Can you please tell me why my cash withdrawal is still pending?,pending_cash_withdrawal
My atm withdraw is stillpending,pending_cash_withdrawal
"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",pending_cash_withdrawal
"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",pending_cash_withdrawal
I made a cash withdraw and it shows up as pending why is that?,pending_cash_withdrawal
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,pending_cash_withdrawal
What should I do if I see a withdrawal is pending?,pending_cash_withdrawal
My balance is not what I thought it was following an ATM withdrawal,pending_cash_withdrawal
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",pending_cash_withdrawal
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",pending_cash_withdrawal
how long until a cash withdrawal will show on my account,pending_cash_withdrawal
When will the cash that I put in the ATM be cleared from pending status?,pending_cash_withdrawal
"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.",pending_cash_withdrawal
I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,pending_cash_withdrawal
my cash withdrawal has not come out of my account yet.,pending_cash_withdrawal
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",pending_cash_withdrawal
Why has my deposit in the ATM not cleared yet?,pending_cash_withdrawal
why isnt my cash withdrawal showing,pending_cash_withdrawal
Can it specifically be delivered on a certain date?,card_delivery_estimate
I need to get my card quickly,card_delivery_estimate
When can I expect my card? I live in the US.,card_delivery_estimate
Help! When will the card arrive at my home?,card_delivery_estimate
Can I get my card fast tracked?,card_delivery_estimate
How long is the wait for my card?,card_delivery_estimate
i need to expedite my card,card_delivery_estimate
When should I expect to receive my card?,card_delivery_estimate
How long until my card will get here?,card_delivery_estimate
How long is the delivery time to the US?,card_delivery_estimate
Can I have it delivered on a specific date?,card_delivery_estimate
"i am express delivering my card to the us, how long will that take",card_delivery_estimate
I need my card soon.,card_delivery_estimate
Can I choose when my card is delivered?,card_delivery_estimate
When will my card be here?,card_delivery_estimate
How long will delivery to the US take?,card_delivery_estimate
When can I expect delivery?,card_delivery_estimate
Can I specify a day for my card to be delivered?,card_delivery_estimate
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,card_delivery_estimate
When will my card be delivered?,card_delivery_estimate
can the delivery be specific to my needs?,card_delivery_estimate
how long does delivery take?,card_delivery_estimate
"To deliver to the US, how long will it take?",card_delivery_estimate
How quickly can you get me my card?,card_delivery_estimate
can I choose delivery times to suite me?,card_delivery_estimate
Can I choose the day it's delivered?,card_delivery_estimate
How long will this take to get to me?,card_delivery_estimate
When shipped to the US how long is delivery time?,card_delivery_estimate
"Give me my card, I need it now!",card_delivery_estimate
I'd like to have it delivered on Saturday.  Is that possible?,card_delivery_estimate
How long will I have to wait for my new card?,card_delivery_estimate
How long is a delivery to the US?,card_delivery_estimate
What is the delivery time to the US?,card_delivery_estimate
How long does it take for deliver to the US?,card_delivery_estimate
If I order a card when does it arrive?,card_delivery_estimate
When can I expect my card?,card_delivery_estimate
How long is delivery to the US?,card_delivery_estimate
What is your shipping policies for cards?,card_delivery_estimate
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,card_delivery_estimate
how long should I expect to wait for my card to arrive?,card_delivery_estimate
When will my card come? I need it as soon as possible!,card_delivery_estimate
How long should I wait for the card to arrive?,card_delivery_estimate
What is the wait time for delivery to the US?,card_delivery_estimate
Can you tell me when my card will arrive?,card_delivery_estimate
When can I expect my card to arrive?,card_delivery_estimate
Can I have it delivered on the date I need it delivered?,card_delivery_estimate
What is the length of time for one of these items to come to the U.S?,card_delivery_estimate
How long will it take to have my card mailed to me?,card_delivery_estimate
Can cards be dispatched on a specific date?,card_delivery_estimate
Can I have it by a certain date?,card_delivery_estimate
I need my card as quick as possible,card_delivery_estimate
How long will it take my card to get here?,card_delivery_estimate
Is there a specific date it can be delivered by?,card_delivery_estimate
I need my card to be delivered fast,card_delivery_estimate
Is there a specific date i can have it delivered?,card_delivery_estimate
How long will it take to deliver to the US?,card_delivery_estimate
I need my card ASAP!,card_delivery_estimate
How long will it take to get to the US?,card_delivery_estimate
How soon will I get my card?,card_delivery_estimate
What is the estimated date for delivery to US?,card_delivery_estimate
How long does it take for the card to come?,card_delivery_estimate
When will I receive the card?,card_delivery_estimate
When should I expect my card to arrive?,card_delivery_estimate
Can I pay more to get it deliver quicker?,card_delivery_estimate
How long is the delivery to the US?,card_delivery_estimate
Send me my card now! ASAP,card_delivery_estimate
"I haven't received my card yet, how long does it normally take?",card_delivery_estimate
How long is US delivery?,card_delivery_estimate
