text,category
I have a fee showing from last time I used my card.,card_payment_fee_charged
Why is this fee being charged to me after using my card?,card_payment_fee_charged
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged
I am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,transfer_not_received_by_recipient
My money transaction can't be seen by the person I sent it to,transfer_not_received_by_recipient
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",transfer_not_received_by_recipient
My money transaction hasn't arrived.,transfer_not_received_by_recipient
I sent money to a person and they haven't received the payment yet.,transfer_not_received_by_recipient
I do not know where the transaction is.,transfer_not_received_by_recipient
I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient
why hasn't a transaction to a friend cleared yet?,transfer_not_received_by_recipient
The app isn't showing my transactions,transfer_not_received_by_recipient
Why isn't the recipient seeing the transaction? I just sent the money.,transfer_not_received_by_recipient
I transferred money and it didn't get there.,transfer_not_received_by_recipient
Is there a reason why a recipient might not see my money transaction,transfer_not_received_by_recipient
I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient
why has a transaction to a friend been delayed?,transfer_not_received_by_recipient
"A transaction I did to my friend hasn't arrived yet, why?",transfer_not_received_by_recipient
Where is my last money transaction,transfer_not_received_by_recipient
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,transfer_not_received_by_recipient
How much time do transfers typically take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient
A transaction to a friend still hasn't shown up.,transfer_not_received_by_recipient
I sent money and the recipient has not received their money after two weeks.,transfer_not_received_by_recipient
How long will it take for my transfer to arrive?,transfer_not_received_by_recipient
Why did the funds not transfer to another recipient?,transfer_not_received_by_recipient
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient
I tried to transfer some money and it hasn't done it yet - what's going on?,transfer_not_received_by_recipient
I made a transfer and they haven't received the money I sent them.,transfer_not_received_by_recipient
"how long does it take to transfer money, my retailer is waiting",transfer_not_received_by_recipient
"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",transfer_not_received_by_recipient
Why hasn't the transaction I did to my friend arrive yet?,transfer_not_received_by_recipient
I sent money about 5 days ago and the recipient has not received the money yet.,transfer_not_received_by_recipient
I am just waiting on the completion of the transaction.,transfer_not_received_by_recipient
My cash transaction isn't showing on my account,transfer_not_received_by_recipient
Why hasn't my transaction arrived?,transfer_not_received_by_recipient
When are you going to transfer the money?,transfer_not_received_by_recipient
"I have moved to a new house and set up a rent payment to my landlord, it was supposed to be in her account a few days ago but it hasn't arrived.  I definitely sent it to the right place, can you confirm where the money is?",transfer_not_received_by_recipient
I need to check status as my friend hasn't got money I sent.,transfer_not_received_by_recipient
"I would like to order a virtual card, where can I get one?",getting_virtual_card
"I need to order a new virtual card, how do I do that?",getting_virtual_card
How can I sign up for a virtual card?,getting_virtual_card
I haven't received my virtual card yet!!,getting_virtual_card
Can you give me a virtual card?,getting_virtual_card
I want to get my hands on one of those virtual cards!,getting_virtual_card
i need a virtual card,getting_virtual_card
How do I get to the virtual cards?,getting_virtual_card
want to know how to get virtual card,getting_virtual_card
Where is my virtual card?,getting_virtual_card
Where are the virtual cards?,getting_virtual_card
Is it possible to order a virtual card?,getting_virtual_card
how to i go about getting my virtual card,getting_virtual_card
I don't have a virtual card - how do I get one?,getting_virtual_card
How to receive virtual card?,getting_virtual_card
Why haven't I gotten a virtual card yet?,getting_virtual_card
Where do I order a virtual card?,getting_virtual_card
Can i have a virtual card?,getting_virtual_card
Please explain to me the process of getting a virtual card.,getting_virtual_card
my virtual card has not came yet!,getting_virtual_card
Which part of the app do I order virtual cards from?,getting_virtual_card
Where do I have access to a virtual card?,getting_virtual_card
How to order a virtual card,getting_virtual_card
Where do I get a virtual card?,getting_virtual_card
Why haven't I been given a virtual card yet?,getting_virtual_card
Can you help me find the virtual card?,getting_virtual_card
How do I go about getting hold of a virtual card?,getting_virtual_card
Where's my virtual card,getting_virtual_card
How can I go about ordering a virtual card?,getting_virtual_card
Where can i find the virtual card?,getting_virtual_card
"I'd rather not use my physical card, how can I get a virtual card?",getting_virtual_card
What do I have to do to get my virtual card?,getting_virtual_card
can i use my app to get a virtual card,getting_virtual_card
How can I obtain a virtual card?,getting_virtual_card
I'm interested in getting a virtual card.  How do I get one?,getting_virtual_card
What is the way to go about getting a virtual card?,getting_virtual_card
How can I receive a virtual card?,getting_virtual_card
When will my virtual card arrive?,getting_virtual_card
How do I get my virtual card?,getting_virtual_card
how to get virtual card,getting_virtual_card
Please help me with my card.  It won't activate.,activate_my_card
I tired but an unable to activate my card.,activate_my_card
I want to start using my card.,activate_my_card
How do I verify my new card?,activate_my_card
I tried activating my plug-in and it didn't piece of work,activate_my_card
How do i activate my card,activate_my_card
Can someone assist me with activating my card?,activate_my_card
My card needs to be activated.,activate_my_card
I was unable to activate my card.,activate_my_card
Is my card ready for use or does it need activated and if so how?,activate_my_card
Help me activate my new card.,activate_my_card
Do I need a photo ID to activate a my new card?,activate_my_card
"I just got my new card, how do I activate it?",activate_my_card
Can I have my card activated?,activate_my_card
i cant seem to activate card,activate_my_card
It won't let me activate my card.,activate_my_card
I tried activation my card and it didn't employment,activate_my_card
I want to use my card. How do I activate it?,activate_my_card
Activate my card,activate_my_card
Can I get some help activating my new card?,activate_my_card
Is my card activated?,activate_my_card
I would like to activate my card.,activate_my_card
Can I call to get my card activated?,activate_my_card
How can I activate my new card? I didn't recieve any information with it about how to do so.,activate_my_card
How do I activate my new card I just got?,activate_my_card
will you be able to activate my card,activate_my_card
Can I get some help to get me card activated?,activate_my_card
I want to activate my new card.,activate_my_card
What would II do if I wanted to activate my new card,activate_my_card
What needs to be done to activate and use a card?,activate_my_card
Can I activate my card?,activate_my_card
I need assistance activating my card?,activate_my_card
I need assistance with activating my new card.,activate_my_card
How do I get my card active?,activate_my_card
What do I have to do to activate my card?,activate_my_card
What is needed to activate my card?,activate_my_card
How can my new card be activated?,activate_my_card
Can you activate my card pls,activate_my_card
How do I turn on my new card?,activate_my_card
Please assist me in activating the card.,activate_my_card
