text,category
Apakah ada masalah jika penarikan tunai saya masih dalam status tertunda?,non-greetings
Bagaimana cara mengatasi penarikan tunai yang tertunda di ATM?,non-greetings
Saya khawatir dengan penarikan tunai saya yang masih tertunda. Apakah ini alasan untuk kekhawatiran?,non-greetings
Apakah ada nomor kontak yang bisa saya hubungi untuk membantu menyelesaikan penarikan tunai yang tertunda?,non-greetings
Saya telah melakukan penarikan tunai dari mesin ATM tetapi dana belum dikreditkan ke rekening saya. Apa yang harus saya lakukan sekarang?,non-greetings
Apakah biasanya butuh waktu lama untuk menyelesaikan penarikan tunai?,non-greetings
Saya baru saja melakukan penarikan tunai tetapi transaksi masih dalam status tertunda. Apakah ini masalah?,non-greetings
Tolong beri tahu saya alasan mengapa penarikan tunai saya masih tertunda.,non-greetings
Saya belum menerima uang dari penarikan tunai yang saya lakukan. Apakah ini normal?,non-greetings
Bagaimana cara memeriksa status penarikan tunai yang masih tertunda?,non-greetings
Saya sudah menunggu lama untuk penarikan tunai saya yang masih tertunda. Apa yang harus saya lakukan sekarang?,non-greetings
Saya melakukan penarikan tunai di mesin ATM tetapi uang belum masuk ke rekening saya. Apa yang terjadi?,non-greetings
Apakah ini normal jika penarikan tunai masih tertunda setelah beberapa jam?,non-greetings
Saya baru saja melakukan penarikan tunai dari ATM dan sekarang transaksi itu tertunda. Apa yang harus saya lakukan?,non-greetings
Apakah ada masalah dengan sistem jika penarikan tunai saya masih dalam status tertunda?,non-greetings
Halo! Saya ingin mengetahui apakah ada perkiraan kapan kartu saya akan sampai. Bisakah Anda memberikan informasi?,non-greetings
Saya sangat membutuhkan kartu saya dalam waktu dekat. Bisakah saya tahu kapan saya bisa mengharapkannya?,non-greetings
Maaf. saya tinggal di AS dan ingin mengetahui perkiraan waktu pengiriman kartu saya. Apakah Anda bisa membantu?,non-greetings
Permisi! Bisakah Anda memberikan estimasi kapan kartu akan tiba di alamat saya?,non-greetings
Saya khawatir waktu pengiriman kartu saya akan memakan waktu lama. Adakah cara untuk mempercepat prosesnya?,non-greetings
Apakah ada perkiraan waktu tunggu untuk pengiriman kartu? Saya ingin mengetahuinya.,non-greetings
Hai CS! Saya ingin memastikan bahwa kartu saya akan tiba dalam waktu yang sesuai. Bisakah Anda memberikan estimasi?,non-greetings
Saya sudah menunggu cukup lama. Bisakah Anda memberikan informasi tentang perkiraan waktu kedatangan kartu?,non-greetings
Saya ingin memastikan bahwa kartu saya akan sampai sesuai dengan jadwal. Bagaimana cara saya mendapatkan perkiraan waktu pengirimannya?,non-greetings
Tolong beri saya perkiraan waktu pengiriman kartu saya. Saya tidak sabar menunggu.,non-greetings
Apakah ada cara untuk mempercepat pengiriman kartu saya? Saya butuhnya dengan segera.,non-greetings
Mohon informasi terkait estimasi waktu pengiriman kartu saya. Terima kasih.,non-greetings
Saya ingin mengetahui perkiraan tanggal kedatangan kartu saya. Bisakah Anda membantu?,non-greetings
Kenapa kartu saya belum datang juga? Apakah ada cara untuk mengetahui perkiraan waktu pengirimannya?,non-greetings
Apakah bisa disampaikan secara khusus pada tanggal tertentu?,non-greetings
Saya harus mendapatkan kartu saya dengan cepat,non-greetings
Kapan saya bisa mengharapkan kartu saya? Saya tinggal di AS.,non-greetings
Tolong! Kapan kartu akan tiba di rumah saya?,non-greetings
Bisakah kartu saya dilacak dengan cepat?,non-greetings
Berapa lama menunggu kartu saya?,non-greetings
Saya perlu mempercepat kartu saya,non-greetings
Kartu saya tidak bisa digunakan di mesin ATM. Ada yang salah?,non-greetings
Saya mencoba membayar dengan kartu saya tetapi transaksi gagal. Mengapa ini terjadi?,non-greetings
Sudah beberapa kali saya mencoba menggunakan kartu saya tetapi selalu ditolak. Apakah ada masalah dengan kartu saya?,non-greetings
Kenapa kartu kredit saya ditolak ketika saya mencoba membayar di toko? Ini sangat membingungkan.,non-greetings
Saya mencoba menarik uang dari ATM dengan kartu debit saya tetapi transaksi gagal. Apa yang harus saya lakukan sekarang?,non-greetings
Kartu saya terus-menerus ditolak saat saya mencoba menggunakan di toko-toko. Apa yang bisa saya lakukan untuk memperbaikinya?,non-greetings
Apakah ada masalah dengan kartu saya? Setiap kali saya coba gunakan selalu ada masalah.,non-greetings
Sudah seminggu kartu saya tidak bisa digunakan. Apa yang harus saya lakukan untuk mengatasinya?,non-greetings
Tolong bantu saya. kartu saya tidak berfungsi sama sekali sejak kemarin.,non-greetings
Saya baru saja mencoba menggunakan kartu saya di ATM tetapi kartu tidak keluar setelah transaksi selesai. Apa yang harus saya lakukan sekarang?,non-greetings
Apakah ada masalah dengan sistem atau kartu saya? Saya mencoba membayar di beberapa tempat tapi selalu gagal.,non-greetings
Kartu saya tidak bisa digunakan online maupun offline. Apa yang harus saya lakukan?,non-greetings
Saya mencoba membayar tagihan dengan kartu kredit saya tapi transaksi ditolak. Apakah kartu saya diblokir?,non-greetings
Sudah dua hari kartu saya tidak bisa digunakan sama sekali. Apakah ada masalah dengan akun saya?,non-greetings
Tolong beri saya informasi tentang mengapa kartu saya tidak berfungsi. Saya sangat membutuhkannya.,non-greetings
Saya coba tarik uang di ATM tetapi kartu saya tertelan mesin. Bagaimana cara mendapatkan kembali kartu saya?,non-greetings
Saya baru saja menerima kartu kredit saya tetapi tidak bisa menggunakannya. Ada apa dengan kartu ini?,non-greetings
Kartu saya terus-menerus menolak saat mencoba menggunakan di toko-toko. Apakah ada masalah dengan kartu atau akun saya?,non-greetings
Sudah tiga hari kartu saya tidak bisa digunakan. Apakah ada masalah dengan kartu atau akun saya?,non-greetings
Tolong beri tahu saya mengapa kartu saya tidak bisa digunakan di mesin ATM. Sudah dua hari ini begitu.,non-greetings
Kartu saya baru saja diblokir setelah saya mencoba beberapa kali transaksi yang gagal. Bagaimana saya bisa membukanya kembali?,non-greetings
Maaf. saya kehilangan kartu saya. Bagaimana saya bisa melaporkannya?,non-greetings
Kartu saya hilang. Apakah Anda bisa membantu saya memblokirnya?,non-greetings
Saya baru menyadari bahwa kartu saya hilang. Apa yang harus saya lakukan sekarang?,non-greetings
Saya mencari-cari kartu saya tapi tidak bisa menemukannya. Apa langkah berikutnya?,non-greetings
Saya merasa kartu saya dicuri. Apakah ada cara untuk menonaktifkannya?,non-greetings
Tolong bantu saya. Saya yakin kartu saya telah dicuri.,non-greetings
Kartu kredit saya hilang. Bagaimana saya bisa melaporkannya?,non-greetings
Saya kehilangan kartu saya kemarin. Bagaimana cara melaporinya?,non-greetings
Ada yang bisa saya lakukan jika kartu saya hilang?,non-greetings
Saya ingin melaporkan kartu kredit saya yang hilang. Bisakah saya mendapatkan bantuan?,non-greetings
Apakah ada cara untuk memblokir kartu kredit yang hilang?,non-greetings
Saya kira saya kehilangan kartu kredit saya. Bagaimana cara melaporinya?,non-greetings
Kartu ATM saya hilang. Apakah saya perlu melaporinya?,non-greetings
Saya tidak bisa menemukan kartu kredit saya. Apakah saya harus memblokirnya?,non-greetings
Kartu saya hilang. Apakah Anda bisa membantu saya menonaktifkannya?,non-greetings
Bagaimana cara melaporkan kartu yang hilang? Saya memerlukan bantuan.,non-greetings
Saya takut kartu kredit saya telah dicuri. Apa yang harus saya lakukan sekarang?,non-greetings
Saya tidak bisa menemukan kartu debit saya. Apa langkah berikutnya?,non-greetings
Saya baru sadar bahwa kartu saya hilang. Apa yang perlu saya lakukan?,non-greetings
Tolong bantu saya. Saya khawatir kartu saya telah dicuri.,non-greetings
Kartu kredit saya hilang. Bagaimana saya bisa melaporkannya?,non-greetings
Saya tidak mendapatkan semua uang tunai yang saya minta di ATM,non-greetings
Kenapa ATM memberi saya uang tunai lebih sedikit dari yang saya minta?,non-greetings
Mengapa saya tidak mendapatkan uang saya kembali setelah saya mengundurkan diri?,non-greetings
Saya mendapat lebih sedikit uang tunai daripada yang saya tentukan di ATM,non-greetings
Jumlah uang tunai yang saya terima salah,non-greetings
Saya di ATM dan menarik 30 pound dan hanya diberi 10. Apa yang harus saya lakukan?,non-greetings
ATM memberi saya jumlah uang tunai yang salah hari ini ketika saya pergi untuk menarik. Aplikasi mengatakan itu lebih.,non-greetings
Jumlah uang tunai yang saya terima berbeda dari yang saya minta.,non-greetings
Hai. Saya baru saja menarik uang tunai dari ATM dan menerima jumlah yang salah. Namun. aplikasi saya menunjukkan jumlah yang benar yang saya tarik. Bagaimana cara mendapatkan sisa uang tunai?,non-greetings
Jumlah uang tunai yang salah keluar dari ATM hari ini ketika saya pergi untuk menarik. Ketika saya melihat aplikasi. itu menunjukkan itu jauh lebih banyak.,non-greetings
Saya tidak mendapatkan uang tunai sebanyak yang saya minta di ATM.,non-greetings
Bagaimana cara meminta cash back? ATM hanya memberi saya jumlah yang salah. aplikasi menunjukkan jumlah yang sebenarnya saya tagih ...,non-greetings
Di mana uang yang saya dorong ada di aplikasi seluler saya sebagai ditarik.,non-greetings
Mengapa saya tidak mendapatkan semua uang tunai yang saya minta?,non-greetings
Mengapa saya hanya mendapatkan  20 ketika saya mencoba mendapatkan  100,non-greetings
Saya telah menarik uang tunai dari ATM tetapi saya menerima jumlah yang salah. Saya ingin uang kembali seperti dalam aplikasi yang menunjukkan jumlah aktual yang saya dapatkan. Tolong bantu saya dalam hal ini.,non-greetings
Saya pergi untuk menarik uang tunai sebelumnya hari ini. tetapi tampaknya ATM memberi saya jumlah uang tunai yang salah! Jumlah yang muncul di aplikasi jauh lebih banyak,non-greetings
Saya mencoba mendapatkan  100 tetapi saya baru saja mendapat  20,non-greetings
Saya belum menerima jumlah uang tunai yang seharusnya.,non-greetings
Saya meminta uang tunai  100 tetapi hanya mendapat  20 ?,non-greetings
Di mana uang yang saya minta? Saya meminta lebih dari yang saya dapatkan!,non-greetings
Batalkan transaksi,non-greetings
Apakah saya dapat membatalkan transfer yang baru saja saya lakukan,non-greetings
Saya perlu melakukan pembayaran di akun saya tetapi saya mengetik nomor yang salah.  Aplikasi tidak mengizinkan saya membatalkan transaksi ini.  Saya membutuhkannya dibatalkan secepatnya!,non-greetings
Saya membuat kesalahan pagi ini ketika saya melakukan transfer. Bagaimana cara membalikkannya?,non-greetings
Bisakah saya membatalkan transaksi?,non-greetings
Hai. saya mengirim pembayaran ke nomor rekening yang salah - bisakah Anda membatalkannya sesegera mungkin?,non-greetings
Bagaimana cara mengembalikan transaksi?,non-greetings
Saya baru menyadari bahwa saya melakukan transaksi yang salah kemarin. Maukah Anda memperbaikinya? Saya membutuhkannya besok Tolong.,non-greetings
Bagaimana cara membatalkan tagihan?,non-greetings
Saya tidak ingin melakukan transaksi saya ingin mengembalikannya,non-greetings
Apakah ada cara untuk membatalkan transaksi?,non-greetings
Saya tidak sengaja melakukan pembayaran dari rekening yang salah kemarin. Ini pembayaran sewa saya dan itu sangat besar. jadi akun yang saya bayar tidak akan dapat menutupi jumlahnya. Sangat penting bahwa pembayaran dilakukan dari akun yang benar ?,non-greetings
Saya ingin membantu mengembalikan transaksi yang saya lakukan pagi ini,non-greetings
Mohon bantuannya untuk mengembalikan transaksi saya mulai pagi ini.,non-greetings
Apakah ada cara untuk membatalkan transfer saya,non-greetings
Saya mengacaukan transfer dan perlu membalikkannya.,non-greetings
Tolong batalkan transfer terakhir saya. itu adalah kesalahan. Kondisi ini darurat. Itu perlu dibatalkan sebelum melewati .,non-greetings
Saya membuat kesalahan dan melakukan transaksi pada akun yang salah!,non-greetings
Saya ingin mengembalikan transaksi yang saya lakukan pagi ini,non-greetings
Saya perlu mengubah transfer.,non-greetings
Bagaimana cara membatalkan transaksi?,non-greetings
Yo dude,greetings
Howdy,greetings
hello bot,greetings
Greetings and salutations,greetings
Hello there,greetings
Greetings caring bot,greetings
Hi,greetings
G'day,greetings
Hey it's you!,greetings
Open a hailing channel,greetings
Hey my dude,greetings
Hello,greetings
Hello my friend,greetings
Hey caring bot,greetings
Hey friendly bot,greetings
Hail!,greetings
Hey pal,greetings
Hey professional bot,greetings
Hey there,greetings
Hey there bot,greetings
Hey there buddy,greetings
Hey there pal,greetings
Hey homie,greetings
Ahoy there,greetings
Good day,greetings
Hailing the bot,greetings
Greetings,greetings
Hailing Bot,greetings
Greetings bot,greetings
Greetings friend,greetings
Greetings friendly bot,greetings
Greetings professional bot,greetings
Greetings witty bot,greetings
Heya,greetings
Good tidings,greetings
Well hello,greetings
Hey witty bot,greetings
Oh hello,greetings
Open a channel,greetings
Open a hailing frequency,greetings
Salutations,greetings
Oh hey it's you,greetings
Oh hey there,greetings
Well hey there,greetings
Well hi,greetings
Well hi there,greetings
Well howdy,greetings
Yo man,greetings
Salutations!,greetings
Hi witty bot,greetings
Yo my dude,greetings
Hey-hey,greetings
Hi bot,greetings
Hi caring bot,greetings
Hi friendly bot,greetings
Oh howdy there,greetings
Hi there!,greetings
Hey you,greetings
Hiya,greetings
Hi-ya,greetings
Howdy partner,greetings
Oh hello there,greetings
Oh hey amigo,greetings
Hi professional bot,greetings
Good morning sunshine,greetings
Up and attem,greetings
It's time to rise and shine,greetings
It's time to get up,greetings
It's a brand new day,greetings
Top of the morning,greetings
Oh morning,greetings
Wake up,greetings
A blessed morning to you,greetings
Mornin',greetings
Good morning to you bot,greetings
Morning,greetings
Good morning starshine,greetings
good morning my friend,greetings
Good morning amigo,greetings
Good morning,greetings
Get up!,greetings
Good morrow,greetings
Rise and shine,greetings
Top of the morning to you,greetings
Time to wake up,greetings
It's time to wake up,greetings
Time to get up,greetings
Wishing you a good morning,greetings
Oh hey good morning,greetings
Morning sunshine,greetings
Morning pal,greetings
Morning dude,greetings
Morning bot,greetings
Time to rise and shine,greetings
Have a good night bot,greetings
Have a good night,greetings
Good night to you,greetings
Good night,greetings
G'night,greetings
Hello Google,greetings
Greetings Wall-E,greetings
Hello Alexa,greetings
Greetings Samantha,greetings
Hello Siri,greetings
Hey Bixby,greetings
Hello C-3PO,greetings
Hi there Cortana,greetings
Greetings Gerty,greetings
Hello R2-D2,greetings
Hey Bishop,greetings
Hello Ava,greetings
Hello Bishop,greetings
Hello Bixby,greetings
Hello Cortana,greetings
Hello Data,greetings
Hello Gerty,greetings
Hello HAL,greetings
Greetings Robby,greetings
Hello Robby,greetings
Hello Samantha,greetings
Hello there Alexa,greetings
Hello there Cortana,greetings
Hello there Google,greetings
Hello there Siri,greetings
Hello Wall-E,greetings
Hey Alexa,greetings
Good Afternoon Wall-E,greetings
Good Afternoon Ava,greetings
Good Afternoon Bishop,greetings
Good Afternoon C-3PO,greetings
Good Afternoon Data,greetings
Good Afternoon Gerty,greetings
Good Afternoon HAL,greetings
Good Afternoon R2-D2,greetings
Greetings Siri,greetings
Good Afternoon Samantha,greetings
Greetings Alexa,greetings
Greetings Ava,greetings
Greetings Bishop,greetings
Greetings C-3PO,greetings
Greetings Cortana,greetings
Greetings Data,greetings
Greetings Google,greetings
Greetings HAL,greetings
Greetings R2-D2,greetings
Good Afternoon Robby,greetings
Sup Cortana,greetings
Hey Ava,greetings
Hi there Bixby,greetings
Hi there Google,greetings
Hi there Siri,greetings
Hi Wall-E,greetings
Oh hello Bixby,greetings
Oh hello Cortana,greetings
Oh hello Google,greetings
Oh hello Siri,greetings
Hi Siri,greetings
Sup Alexa,greetings
Hi Samantha,greetings
Sup Google,greetings
Sup Siri,greetings
Why hello Alexa,greetings
Why Hello Bixby,greetings
Why hello Cortana,greetings
Why hello Google,greetings
Why hello Siri,greetings
Hi Ava,greetings
Hey C-3PO,greetings
Hey Cortana,greetings
Hey Data,greetings
Hey Gerty,greetings
Hey HAL,greetings
Hey Robby,greetings
Hey Samantha,greetings
Hey Siri,greetings
Hey Wall-E,greetings
Hi there Alexa,greetings
Hi Alexa,greetings
Hi Bishop,greetings
Hi Bixby,greetings
Hi C-3PO,greetings
Hi Cortana,greetings
Hi Data,greetings
Hi Gerty,greetings
Hi Google,greetings
Hi HAL,greetings
Hi R2-D2,greetings
Hi Robby,greetings
Hey Google,greetings
Excuse me,greetings
I hope you have a good evening,greetings
Enjoy your evening,greetings
evenin,greetings
Good evening dude,greetings
Evenin' to ya,greetings
g'devenin',greetings
Evening chat bot,greetings
Good evening bot,greetings
Enjoy the evening,greetings
evenin',greetings
Evening,greetings
Evening dude,greetings
Evening robot,greetings
Evening to you,greetings
A good evening to you,greetings
Have a good evening,greetings
Hope you have a great evening,greetings
Hope you have a good evening,greetings
Here's to a great evening,greetings
Here's hoping for a good evening,greetings
G'devening,greetings
Have a great evening,greetings
Good evening,greetings
Good evening to you,greetings
Good evening my friend,greetings
Good evening chat bot,greetings
I hope you have a great evening,greetings
Have a pleasant evening,greetings
Gimme the dirt,greetings
What's cooking?,greetings
Tell me what is up with you,greetings
Wazzup?,greetings
What is the skinny?,greetings
What's the low down?,greetings
What's cracking?,greetings
What are you up to today?,greetings
What's good?,greetings
What's cookin'?,greetings
What up,greetings
What is up?,greetings
What is the lowdown?,greetings
What is going down?,greetings
